,Comments,Tokens,Filtered Tokens,Stemmed Filtered Tokens,Lemmatized Filtered Tokens,Afinn Score of Lem,Afinn Overall Score of Lem,Afinn Sentiment,Bing Positive Tokens,Bing Positive count,Bing Negative Tokens,Bing Negative count,Bing Score,Bing Sentiment,Unknown Tokens
382,wrost and fake app don't use this first verification all documents and open 1lacs per month and after transaction hold the payout and demanding more paper don't use this,"['wrost', 'and', 'fake', 'app', 'don', 't', 'use', 'this', 'first', 'verification', 'all', 'documents', 'and', 'open', '1lacs', 'per', 'month', 'and', 'after', 'transaction', 'hold', 'the', 'payout', 'and', 'demanding', 'more', 'paper', 'don', 't', 'use', 'this']","['wrost', 'verification', 'documents', 'open', '1lacs', 'month', 'transaction', 'hold', 'payout', 'demanding', 'paper']","['wrost', 'verif', 'document', 'open', '1lac', 'month', 'transact', 'hold', 'payout', 'demand', 'paper']","['wrost', 'verification', 'document', 'open', '1lacs', 'month', 'transaction', 'hold', 'payout', 'demand', 'paper']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0]",[-1.0],negative,[],0,[],0,0,neutral,"['wrost', 'verification', 'document', 'open', '1lacs', 'month', 'transaction', 'hold', 'payout', 'demand', 'paper']"
383,"this is the second time that my loan sanctioned, but amount didn't disbursed. but the app showing repayment update what is this?","['this', 'is', 'the', 'second', 'time', 'that', 'my', 'loan', 'sanctioned', 'but', 'amount', 'didn', 't', 'disbursed', 'but', 'the', 'app', 'showing', 'repayment', 'update', 'what', 'is', 'this']","['sanctioned', 'amount', 'disbursed', 'repayment', 'update']","['sanction', 'amount', 'disburs', 'repay', 'updat']","['sanction', 'amount', 'disburse', 'repayment', 'update']","[0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['sanction', 'amount', 'disburse', 'repayment', 'update']"
384,"i am not sure about ratings. however, its nice to be part of kisst. this rating is just because of they took a lots of time for a problem which is still a problem, its not resolved. please, don't copy paste your answers try to understand problems via email and chats.","['i', 'am', 'not', 'sure', 'about', 'ratings', 'however', 'its', 'nice', 'to', 'be', 'part', 'of', 'kisst', 'this', 'rating', 'is', 'just', 'because', 'of', 'they', 'took', 'a', 'lots', 'of', 'time', 'for', 'a', 'problem', 'which', 'is', 'still', 'a', 'problem', 'its', 'not', 'resolved', 'please', 'don', 't', 'copy', 'paste', 'your', 'answers', 'try', 'to', 'understand', 'problems', 'via', 'email', 'and', 'chats']","['ratings', 'kisst', 'rating', 'resolved', 'paste', 'answers', 'understand', 'email', 'chats']","['rate', 'kisst', 'rate', 'resolv', 'past', 'answer', 'understand', 'email', 'chat']","['rat', 'kisst', 'rat', 'resolve', 'paste', 'answer', 'understand', 'email', 'chat']","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[2.0],positive,[],0,[],0,0,neutral,"['rat', 'kisst', 'rat', 'resolve', 'paste', 'answer', 'understand', 'email', 'chat']"
385,"hi this is ashok kumar v, i was paid my loan, not updated in app,no customer care option in this app, what can i do","['hi', 'this', 'is', 'ashok', 'kumar', 'v', 'i', 'was', 'paid', 'my', 'loan', 'not', 'updated', 'in', 'app', 'no', 'customer', 'care', 'option', 'in', 'this', 'app', 'what', 'can', 'i', 'do']","['ashok', 'kumar', 'paid', 'customer', 'care', 'option']","['ashok', 'kumar', 'paid', 'custom', 'care', 'option']","['ashok', 'kumar', 'pay', 'customer', 'care', 'option']","[0.0, 0.0, -1.0, 0.0, 2.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['ashok', 'kumar', 'pay', 'customer', 'care', 'option']"
386,"i'll definitely give you 5star when i'll get the loan, for now my loan application submitted let's hope for the best","['i', 'll', 'definitely', 'give', 'you', '5star', 'when', 'i', 'll', 'get', 'the', 'loan', 'for', 'now', 'my', 'loan', 'application', 'submitted', 'let', 's', 'hope', 'for', 'the', 'best']","['5star', 'application', 'submitted', 'hope']","['5star', 'applic', 'submit', 'hope']","['5star', 'application', 'submit', 'hope']","[0.0, 0.0, 0.0, 2.0]",[2.0],positive,[],0,[],0,0,neutral,"['5star', 'application', 'submit', 'hope']"
387,reapplied after getting sms frm rr... hope this time the fund will credited to my account...,"['reapplied', 'after', 'getting', 'sms', 'frm', 'rr', 'hope', 'this', 'time', 'the', 'fund', 'will', 'credited', 'to', 'my', 'account']","['reapplied', 'sms', 'frm', 'rr', 'hope', 'fund', 'credited', 'account']","['reappli', 'sms', 'frm', 'rr', 'hope', 'fund', 'credit', 'account']","['reapplied', 'sms', 'frm', 'rr', 'hope', 'fund', 'credit', 'account']","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]",[2.0],positive,[],0,[],0,0,neutral,"['reapplied', 'sms', 'frm', 'rr', 'hope', 'fund', 'credit', 'account']"
388,the app is good but sattelment should done immediately as paytm and other app because customer pays through bank accounts so it should not have to take time of 24hr to get sattel.,"['the', 'app', 'is', 'good', 'but', 'sattelment', 'should', 'done', 'immediately', 'as', 'paytm', 'and', 'other', 'app', 'because', 'customer', 'pays', 'through', 'bank', 'accounts', 'so', 'it', 'should', 'not', 'have', 'to', 'take', 'time', 'of', '24hr', 'to', 'get', 'sattel']","['sattelment', 'immediately', 'customer', 'pays', 'bank', 'accounts', '24hr', 'sattel']","['sattel', 'immedi', 'custom', 'pay', 'bank', 'account', '24hr', 'sattel']","['sattelment', 'immediately', 'customer', 'pay', 'bank', 'account', '24hr', 'sattel']","[0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",[-1.0],negative,[],0,[],0,0,neutral,"['sattelment', 'immediately', 'customer', 'pay', 'bank', 'account', '24hr', 'sattel']"
389,wrast aap ...and warast service....1st time i am applied for 1000rs but it is credited...i am already pay on time....next loan not showing..it showing close.in app.....no customer service...no customer number,"['wrast', 'aap', 'and', 'warast', 'service', '1st', 'time', 'i', 'am', 'applied', 'for', '1000rs', 'but', 'it', 'is', 'credited', 'i', 'am', 'already', 'pay', 'on', 'time', 'next', 'loan', 'not', 'showing', 'it', 'showing', 'close', 'in', 'app', 'no', 'customer', 'service', 'no', 'customer', 'number']","['wrast', 'warast', 'service', '1st', 'applied', '1000rs', 'credited', 'customer', 'service', 'customer']","['wrast', 'warast', 'servic', '1st', 'appli', '1000rs', 'credit', 'custom', 'servic', 'custom']","['wrast', 'warast', 'service', '1st', 'apply', '1000rs', 'credit', 'customer', 'service', 'customer']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['wrast', 'warast', 'service', '1st', 'apply', '1000rs', 'credit', 'customer', 'service', 'customer']"
390,"u sould not do mendatory 15 inword transection of unique upi ,for 12%interest , perhape i unistall it bcos it become hamper to use it . otherwise untill i got start.","['u', 'sould', 'not', 'do', 'mendatory', '15', 'inword', 'transection', 'of', 'unique', 'upi', 'for', '12', 'interest', 'perhape', 'i', 'unistall', 'it', 'bcos', 'it', 'become', 'hamper', 'to', 'use', 'it', 'otherwise', 'untill', 'i', 'got', 'start']","['sould', 'mendatory', 'inword', 'transection', 'unique', 'upi', '12', 'interest', 'perhape', 'unistall', 'bcos', 'hamper', 'untill', 'start']","['sould', 'mendatori', 'inword', 'transect', 'uniqu', 'upi', '12', 'interest', 'perhap', 'unistal', 'bcos', 'hamper', 'until', 'start']","['sould', 'mendatory', 'inword', 'transection', 'unique', 'upi', '12', 'interest', 'perhape', 'unistall', 'bcos', 'hamper', 'untill', 'start']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,['hamper'],1,-1,negative,"['sould', 'mendatory', 'inword', 'transection', 'unique', 'upi', '12', 'interest', 'perhape', 'unistall', 'bcos', 'untill', 'start']"
391,few months back they told for some coin if we received their targets. not receive till now... same for signature bat....,"['few', 'months', 'back', 'they', 'told', 'for', 'some', 'coin', 'if', 'we', 'received', 'their', 'targets', 'not', 'receive', 'till', 'now', 'same', 'for', 'signature', 'bat']","['months', 'told', 'received', 'targets', 'receive', 'signature', 'bat']","['month', 'told', 'receiv', 'target', 'receiv', 'signatur', 'bat']","['months', 'tell', 'receive', 'target', 'receive', 'signature', 'bat']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['months', 'tell', 'receive', 'target', 'receive', 'signature', 'bat']"
392,they didn't answer your call and never reply ur questions.... really annoying with service.,"['they', 'didn', 't', 'answer', 'your', 'call', 'and', 'never', 'reply', 'ur', 'questions', 'really', 'annoying', 'with', 'service']","['answer', 'reply', 'questions', 'annoying', 'service']","['answer', 'repli', 'question', 'annoy', 'servic']","['answer', 'reply', 'question', 'annoy', 'service']","[0.0, 0.0, 0.0, -2.0, 0.0]",[-2.0],negative,[],0,['annoy'],1,-1,negative,"['answer', 'reply', 'question', 'service']"
393,hey its a good app to receive payments but for large transactions you people are offering past payments only for past 3 months where other competitors are providing 6 months statement where we can download and send to mail also i think so it may improve you people for attracting merchants also give the mail id alerts,"['hey', 'its', 'a', 'good', 'app', 'to', 'receive', 'payments', 'but', 'for', 'large', 'transactions', 'you', 'people', 'are', 'offering', 'past', 'payments', 'only', 'for', 'past', '3', 'months', 'where', 'other', 'competitors', 'are', 'providing', '6', 'months', 'statement', 'where', 'we', 'can', 'download', 'and', 'send', 'to', 'mail', 'also', 'i', 'think', 'so', 'it', 'may', 'improve', 'you', 'people', 'for', 'attracting', 'merchants', 'also', 'give', 'the', 'mail', 'id', 'alerts']","['hey', 'receive', 'payments', 'transactions', 'people', 'offering', 'payments', 'months', 'competitors', 'providing', 'months', 'statement', 'download', 'send', 'mail', 'improve', 'people', 'attracting', 'merchants', 'mail', 'alerts']","['hey', 'receiv', 'payment', 'transact', 'peopl', 'offer', 'payment', 'month', 'competitor', 'provid', 'month', 'statement', 'download', 'send', 'mail', 'improv', 'peopl', 'attract', 'merchant', 'mail', 'alert']","['hey', 'receive', 'payments', 'transactions', 'people', 'offer', 'payments', 'months', 'competitors', 'provide', 'months', 'statement', 'download', 'send', 'mail', 'improve', 'people', 'attract', 'merchants', 'mail', 'alert']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, -1.0]",[2.0],positive,['improve'],1,[],0,1,positive,"['hey', 'receive', 'payments', 'transactions', 'people', 'offer', 'payments', 'months', 'competitors', 'provide', 'months', 'statement', 'download', 'send', 'mail', 'people', 'attract', 'merchants', 'mail', 'alert']"
394,this is very good app for loans. it provides u loan as soon as possible. tnq so much sir. i'm loving the app,"['this', 'is', 'very', 'good', 'app', 'for', 'loans', 'it', 'provides', 'u', 'loan', 'as', 'soon', 'as', 'possible', 'tnq', 'so', 'much', 'sir', 'i', 'm', 'loving', 'the', 'app']","['loans', 'tnq', 'loving']","['loan', 'tnq', 'love']","['loan', 'tnq', 'love']","[0.0, 0.0, 3.0]",[3.0],positive,['love'],1,[],0,1,positive,"['loan', 'tnq']"
395,please add option as add image from phone gallery instead clicking an image.,"['please', 'add', 'option', 'as', 'add', 'image', 'from', 'phone', 'gallery', 'instead', 'clicking', 'an', 'image']","['add', 'option', 'add', 'image', 'gallery', 'clicking', 'image']","['add', 'option', 'add', 'imag', 'galleri', 'click', 'imag']","['add', 'option', 'add', 'image', 'gallery', 'click', 'image']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['add', 'option', 'add', 'image', 'gallery', 'click', 'image']"
396,"good one for merchant. still i was not received xtra income debit card , already 15days over, how much time it will take for delivery","['good', 'one', 'for', 'merchant', 'still', 'i', 'was', 'not', 'received', 'xtra', 'income', 'debit', 'card', 'already', '15days', 'over', 'how', 'much', 'time', 'it', 'will', 'take', 'for', 'delivery']","['merchant', 'received', 'xtra', 'income', 'debit', 'card', '15days', 'delivery']","['merchant', 'receiv', 'xtra', 'incom', 'debit', 'card', '15day', 'deliveri']","['merchant', 'receive', 'xtra', 'income', 'debit', 'card', '15days', 'delivery']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['merchant', 'receive', 'xtra', 'income', 'debit', 'card', '15days', 'delivery']"
397,not received yet 1000 but as per you aap successful done and i received only 1rs. now,"['not', 'received', 'yet', '1000', 'but', 'as', 'per', 'you', 'aap', 'successful', 'done', 'and', 'i', 'received', 'only', '1rs', 'now']","['received', 'successful', 'received', '1rs']","['receiv', 'success', 'receiv', '1rs']","['receive', 'successful', 'receive', '1rs']","[0.0, 3.0, 0.0, 0.0]",[3.0],positive,['successful'],1,[],0,1,positive,"['receive', 'receive', '1rs']"
398,first let me tell you the app works very well but there are small problem issues 1) i have registered in the company name but when i try to send payment link it goes in my individual name and tried to ask solution from your customer care the answer i received is it can't be changed. now you as a client would you make a payment for individual name and there is no option also for changing or editing kindly let me know the suggestion 2) i am not able to change the settlement for instant,"['first', 'let', 'me', 'tell', 'you', 'the', 'app', 'works', 'very', 'well', 'but', 'there', 'are', 'small', 'problem', 'issues', '1', 'i', 'have', 'registered', 'in', 'the', 'company', 'name', 'but', 'when', 'i', 'try', 'to', 'send', 'payment', 'link', 'it', 'goes', 'in', 'my', 'individual', 'name', 'and', 'tried', 'to', 'ask', 'solution', 'from', 'your', 'customer', 'care', 'the', 'answer', 'i', 'received', 'is', 'it', 'can', 't', 'be', 'changed', 'now', 'you', 'as', 'a', 'client', 'would', 'you', 'make', 'a', 'payment', 'for', 'individual', 'name', 'and', 'there', 'is', 'no', 'option', 'also', 'for', 'changing', 'or', 'editing', 'kindly', 'let', 'me', 'know', 'the', 'suggestion', '2', 'i', 'am', 'not', 'able', 'to', 'change', 'the', 'settlement', 'for', 'instant']","['small', 'issues', 'registered', 'send', 'payment', 'link', 'individual', 'solution', 'customer', 'care', 'answer', 'received', 'changed', 'client', 'payment', 'individual', 'option', 'changing', 'editing', 'kindly', 'suggestion', 'change', 'settlement']","['small', 'issu', 'regist', 'send', 'payment', 'link', 'individu', 'solut', 'custom', 'care', 'answer', 'receiv', 'chang', 'client', 'payment', 'individu', 'option', 'chang', 'edit', 'kind', 'suggest', 'chang', 'settlement']","['small', 'issue', 'register', 'send', 'payment', 'link', 'individual', 'solution', 'customer', 'care', 'answer', 'receive', 'change', 'client', 'payment', 'individual', 'option', 'change', 'edit', 'kindly', 'suggestion', 'change', 'settlement']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[4.0],positive,['kindly'],1,['issue'],1,0,neutral,"['small', 'register', 'send', 'payment', 'link', 'individual', 'solution', 'customer', 'care', 'answer', 'receive', 'change', 'client', 'payment', 'individual', 'option', 'change', 'edit', 'suggestion', 'change', 'settlement']"
399,app is very good but amount limit is low and corona lockdown time you should give need full people,"['app', 'is', 'very', 'good', 'but', 'amount', 'limit', 'is', 'low', 'and', 'corona', 'lockdown', 'time', 'you', 'should', 'give', 'need', 'full', 'people']","['amount', 'limit', 'corona', 'lockdown', 'people']","['amount', 'limit', 'corona', 'lockdown', 'peopl']","['amount', 'limit', 'corona', 'lockdown', 'people']","[0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,['limit'],1,-1,negative,"['amount', 'corona', 'lockdown', 'people']"
400,i have paid my loan buy not update.. application is worst,"['i', 'have', 'paid', 'my', 'loan', 'buy', 'not', 'update', 'application', 'is', 'worst']","['paid', 'update', 'application']","['paid', 'updat', 'applic']","['pay', 'update', 'application']","[-1.0, 0.0, 0.0]",[-1.0],negative,[],0,[],0,0,neutral,"['pay', 'update', 'application']"
401,"hello team, request you to provide moreteruoum for june to august period, as per rbi. there is lockdown and no one is at job in my family right now. i have the responsibility to handle them.. i will not be able to make the payment kindly consider this and provide moreteruoum so i can make payment once everything will be functional.. you guys were su supportive during this crisis. request you to maintain the same as this all happening due to covid we hope everything will be good soon.","['hello', 'team', 'request', 'you', 'to', 'provide', 'moreteruoum', 'for', 'june', 'to', 'august', 'period', 'as', 'per', 'rbi', 'there', 'is', 'lockdown', 'and', 'no', 'one', 'is', 'at', 'job', 'in', 'my', 'family', 'right', 'now', 'i', 'have', 'the', 'responsibility', 'to', 'handle', 'them', 'i', 'will', 'not', 'be', 'able', 'to', 'make', 'the', 'payment', 'kindly', 'consider', 'this', 'and', 'provide', 'moreteruoum', 'so', 'i', 'can', 'make', 'payment', 'once', 'everything', 'will', 'be', 'functional', 'you', 'guys', 'were', 'su', 'supportive', 'during', 'this', 'crisis', 'request', 'you', 'to', 'maintain', 'the', 'same', 'as', 'this', 'all', 'happening', 'due', 'to', 'covid', 'we', 'hope', 'everything', 'will', 'be', 'good', 'soon']","['team', 'provide', 'moreteruoum', 'june', 'august', 'period', 'rbi', 'lockdown', 'job', 'family', 'responsibility', 'handle', 'payment', 'kindly', 'provide', 'moreteruoum', 'payment', 'functional', 'guys', 'supportive', 'crisis', 'maintain', 'happening', 'covid', 'hope']","['team', 'provid', 'moreteruoum', 'june', 'august', 'period', 'rbi', 'lockdown', 'job', 'famili', 'respons', 'handl', 'payment', 'kind', 'provid', 'moreteruoum', 'payment', 'function', 'guy', 'support', 'crisi', 'maintain', 'happen', 'covid', 'hope']","['team', 'provide', 'moreteruoum', 'june', 'august', 'period', 'rbi', 'lockdown', 'job', 'family', 'responsibility', 'handle', 'payment', 'kindly', 'provide', 'moreteruoum', 'payment', 'functional', 'guy', 'supportive', 'crisis', 'maintain', 'happen', 'covid', 'hope']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, -3.0, 0.0, 0.0, 0.0, 2.0]",[2.0],positive,"['kindly', 'supportive']",2,['crisis'],1,1,positive,"['team', 'provide', 'moreteruoum', 'june', 'august', 'period', 'rbi', 'lockdown', 'job', 'family', 'responsibility', 'handle', 'payment', 'provide', 'moreteruoum', 'payment', 'functional', 'guy', 'maintain', 'happen', 'covid', 'hope']"
